Cell,cell_type,batch
Cell19880,Group1,Batch8
Cell19881,Group5,Batch8
Cell19882,Group7,Batch8
Cell19883,Group6,Batch8
Cell19884,Group7,Batch8
Cell19885,Group7,Batch8
Cell19886,Group4,Batch8
Cell19887,Group3,Batch8
Cell19888,Group3,Batch8
Cell19889,Group3,Batch8
Cell19890,Group1,Batch8
Cell19891,Group2,Batch8
Cell19892,Group2,Batch8
Cell19893,Group4,Batch8
Cell19894,Group6,Batch8
Cell19895,Group1,Batch8
Cell19896,Group7,Batch8
Cell19897,Group2,Batch8
Cell19898,Group5,Batch8
Cell19899,Group7,Batch8
Cell19900,Group6,Batch8
Cell19901,Group7,Batch8
Cell19902,Group3,Batch8
Cell19903,Group2,Batch8
Cell19904,Group7,Batch8
Cell19905,Group3,Batch8
Cell19906,Group7,Batch8
Cell19907,Group4,Batch8
Cell19908,Group1,Batch8
Cell19909,Group6,Batch8
Cell19910,Group3,Batch8
Cell19911,Group3,Batch8
Cell19912,Group2,Batch8
Cell19913,Group5,Batch8
Cell19914,Group5,Batch8
Cell19915,Group1,Batch8
Cell19916,Group5,Batch8
Cell19917,Group9,Batch8
Cell19918,Group10,Batch8
Cell19919,Group4,Batch8
Cell19920,Group7,Batch8
Cell19921,Group4,Batch8
Cell19922,Group7,Batch8
Cell19923,Group1,Batch8
Cell19924,Group3,Batch8
Cell19925,Group10,Batch8
Cell19926,Group7,Batch8
Cell19927,Group1,Batch8
Cell19928,Group9,Batch8
Cell19929,Group1,Batch8
Cell19930,Group7,Batch8
Cell19931,Group5,Batch8
Cell19932,Group7,Batch8
Cell19933,Group10,Batch8
Cell19934,Group9,Batch8
Cell19935,Group1,Batch8
Cell19936,Group8,Batch8
Cell19937,Group9,Batch8
Cell19938,Group7,Batch8
Cell19939,Group1,Batch8
Cell19940,Group5,Batch8
Cell19941,Group3,Batch8
Cell19942,Group3,Batch8
Cell19943,Group1,Batch8
Cell19944,Group1,Batch8
Cell19945,Group3,Batch8
Cell19946,Group2,Batch8
Cell19947,Group10,Batch8
Cell19948,Group1,Batch8
Cell19949,Group4,Batch8
Cell19950,Group8,Batch8
Cell19951,Group1,Batch8
Cell19952,Group10,Batch8
Cell19953,Group9,Batch8
Cell19954,Group3,Batch8
Cell19955,Group4,Batch8
Cell19956,Group10,Batch8
Cell19957,Group1,Batch8
Cell19958,Group7,Batch8
Cell19959,Group1,Batch8
Cell19960,Group10,Batch8
Cell19961,Group7,Batch8
Cell19962,Group7,Batch8
Cell19963,Group1,Batch8
Cell19964,Group6,Batch8
Cell19965,Group3,Batch8
Cell19966,Group10,Batch8
Cell19967,Group6,Batch8
Cell19968,Group5,Batch8
Cell19969,Group5,Batch8
Cell19970,Group10,Batch8
Cell19971,Group5,Batch8
Cell19972,Group8,Batch8
Cell19973,Group5,Batch8
Cell19974,Group1,Batch8
Cell19975,Group7,Batch8
Cell19976,Group5,Batch8
Cell19977,Group3,Batch8
Cell19978,Group3,Batch8
Cell19979,Group3,Batch8
Cell19980,Group10,Batch8
Cell19981,Group9,Batch8
Cell19982,Group1,Batch8
Cell19983,Group9,Batch8
Cell19984,Group5,Batch8
Cell19985,Group7,Batch8
Cell19986,Group10,Batch8
Cell19987,Group5,Batch8
Cell19988,Group2,Batch8
Cell19989,Group8,Batch8
Cell19990,Group5,Batch8
Cell19991,Group7,Batch8
Cell19992,Group10,Batch8
Cell19993,Group10,Batch8
Cell19994,Group1,Batch8
Cell19995,Group8,Batch8
Cell19996,Group2,Batch8
Cell19997,Group8,Batch8
Cell19998,Group6,Batch8
Cell19999,Group3,Batch8
Cell20000,Group1,Batch8
Cell20001,Group6,Batch8
Cell20002,Group1,Batch8
Cell20003,Group6,Batch8
Cell20004,Group5,Batch8
Cell20005,Group1,Batch8
Cell20006,Group3,Batch8
Cell20007,Group10,Batch8
Cell20008,Group8,Batch8
Cell20009,Group5,Batch8
Cell20010,Group7,Batch8
Cell20011,Group1,Batch8
Cell20012,Group3,Batch8
Cell20013,Group7,Batch8
Cell20014,Group3,Batch8
Cell20015,Group1,Batch8
Cell20016,Group9,Batch8
Cell20017,Group8,Batch8
Cell20018,Group1,Batch8
Cell20019,Group2,Batch8
Cell20020,Group6,Batch8
Cell20021,Group10,Batch8
Cell20022,Group5,Batch8
Cell20023,Group6,Batch8
Cell20024,Group6,Batch8
Cell20025,Group6,Batch8
Cell20026,Group6,Batch8
Cell20027,Group1,Batch8
Cell20028,Group1,Batch8
Cell20029,Group7,Batch8
Cell20030,Group3,Batch8
Cell20031,Group10,Batch8
Cell20032,Group7,Batch8
Cell20033,Group1,Batch8
Cell20034,Group10,Batch8
Cell20035,Group1,Batch8
Cell20036,Group2,Batch8
Cell20037,Group8,Batch8
Cell20038,Group5,Batch8
Cell20039,Group4,Batch8
Cell20040,Group7,Batch8
Cell20041,Group5,Batch8
Cell20042,Group3,Batch8
Cell20043,Group7,Batch8
Cell20044,Group8,Batch8
Cell20045,Group6,Batch8
Cell20046,Group10,Batch8
Cell20047,Group5,Batch8
Cell20048,Group10,Batch8
Cell20049,Group7,Batch8
Cell20050,Group10,Batch8
Cell20051,Group10,Batch8
Cell20052,Group6,Batch8
Cell20053,Group5,Batch8
Cell20054,Group5,Batch8
Cell20055,Group2,Batch8
Cell20056,Group5,Batch8
Cell20057,Group5,Batch8
Cell20058,Group2,Batch8
Cell20059,Group8,Batch8
Cell20060,Group1,Batch8
Cell20061,Group7,Batch8
Cell20062,Group3,Batch8
Cell20063,Group1,Batch8
Cell20064,Group3,Batch8
Cell20065,Group7,Batch8
Cell20066,Group6,Batch8
Cell20067,Group9,Batch8
Cell20068,Group7,Batch8
Cell20069,Group3,Batch8
Cell20070,Group10,Batch8
Cell20071,Group1,Batch8
Cell20072,Group2,Batch8
Cell20073,Group5,Batch8
Cell20074,Group8,Batch8
Cell20075,Group2,Batch8
Cell20076,Group7,Batch8
Cell20077,Group2,Batch8
Cell20078,Group7,Batch8
Cell20079,Group2,Batch8
Cell20080,Group7,Batch8
Cell20081,Group8,Batch8
Cell20082,Group2,Batch8
Cell20083,Group10,Batch8
Cell20084,Group7,Batch8
Cell20085,Group4,Batch8
Cell20086,Group7,Batch8
Cell20087,Group5,Batch8
Cell20088,Group8,Batch8
Cell20089,Group7,Batch8
Cell20090,Group1,Batch8
Cell20091,Group9,Batch8
Cell20092,Group1,Batch8
Cell20093,Group6,Batch8
Cell20094,Group8,Batch8
Cell20095,Group3,Batch8
Cell20096,Group7,Batch8
Cell20097,Group1,Batch8
Cell20098,Group5,Batch8
Cell20099,Group1,Batch8
Cell20100,Group1,Batch8
Cell20101,Group10,Batch8
Cell20102,Group8,Batch8
Cell20103,Group1,Batch8
Cell20104,Group10,Batch8
Cell20105,Group4,Batch8
Cell20106,Group6,Batch8
Cell20107,Group4,Batch8
Cell20108,Group7,Batch8
Cell20109,Group5,Batch8
Cell20110,Group4,Batch8
Cell20111,Group10,Batch8
Cell20112,Group3,Batch8
Cell20113,Group3,Batch8
Cell20114,Group2,Batch8
Cell20115,Group1,Batch8
Cell20116,Group5,Batch8
Cell20117,Group7,Batch8
Cell20118,Group6,Batch8
Cell20119,Group7,Batch8
Cell20120,Group5,Batch8
Cell20121,Group8,Batch8
Cell20122,Group9,Batch8
Cell20123,Group6,Batch8
Cell20124,Group2,Batch8
Cell20125,Group4,Batch8
Cell20126,Group4,Batch8
Cell20127,Group6,Batch8
Cell20128,Group1,Batch8
Cell20129,Group10,Batch8
Cell20130,Group4,Batch8
Cell20131,Group3,Batch8
Cell20132,Group6,Batch8
Cell20133,Group5,Batch8
Cell20134,Group7,Batch8
Cell20135,Group2,Batch8
Cell20136,Group1,Batch8
Cell20137,Group8,Batch8
Cell20138,Group8,Batch8
Cell20139,Group7,Batch8
Cell20140,Group9,Batch8
Cell20141,Group10,Batch8
Cell20142,Group4,Batch8
Cell20143,Group8,Batch8
Cell20144,Group2,Batch8
Cell20145,Group7,Batch8
Cell20146,Group2,Batch8
Cell20147,Group7,Batch8
Cell20148,Group1,Batch8
Cell20149,Group7,Batch8
Cell20150,Group8,Batch8
Cell20151,Group7,Batch8
Cell20152,Group7,Batch8
Cell20153,Group8,Batch8
Cell20154,Group10,Batch8
Cell20155,Group1,Batch8
Cell20156,Group6,Batch8
Cell20157,Group7,Batch8
Cell20158,Group1,Batch8
Cell20159,Group10,Batch8
Cell20160,Group1,Batch8
Cell20161,Group3,Batch8
Cell20162,Group1,Batch8
Cell20163,Group7,Batch8
Cell20164,Group2,Batch8
Cell20165,Group10,Batch8
Cell20166,Group2,Batch8
Cell20167,Group6,Batch8
Cell20168,Group4,Batch8
Cell20169,Group7,Batch8
Cell20170,Group8,Batch8
Cell20171,Group8,Batch8
Cell20172,Group10,Batch8
Cell20173,Group5,Batch8
Cell20174,Group6,Batch8
Cell20175,Group2,Batch8
Cell20176,Group6,Batch8
Cell20177,Group5,Batch8
Cell20178,Group10,Batch8
Cell20179,Group1,Batch8
Cell20180,Group2,Batch8
Cell20181,Group10,Batch8
Cell20182,Group8,Batch8
Cell20183,Group5,Batch8
Cell20184,Group6,Batch8
Cell20185,Group3,Batch8
Cell20186,Group5,Batch8
Cell20187,Group6,Batch8
Cell20188,Group1,Batch8
Cell20189,Group2,Batch8
Cell20190,Group10,Batch8
Cell20191,Group5,Batch8
Cell20192,Group1,Batch8
Cell20193,Group1,Batch8
Cell20194,Group7,Batch8
Cell20195,Group9,Batch8
Cell20196,Group4,Batch8
Cell20197,Group3,Batch8
Cell20198,Group10,Batch8
Cell20199,Group6,Batch8
Cell20200,Group1,Batch8
Cell20201,Group1,Batch8
Cell20202,Group2,Batch8
Cell20203,Group6,Batch8
Cell20204,Group7,Batch8
Cell20205,Group2,Batch8
Cell20206,Group10,Batch8
Cell20207,Group1,Batch8
Cell20208,Group8,Batch8
Cell20209,Group8,Batch8
Cell20210,Group7,Batch8
Cell20211,Group6,Batch8
Cell20212,Group7,Batch8
Cell20213,Group7,Batch8
Cell20214,Group7,Batch8
Cell20215,Group7,Batch8
Cell20216,Group7,Batch8
Cell20217,Group8,Batch8
Cell20218,Group10,Batch8
Cell20219,Group6,Batch8
Cell20220,Group8,Batch8
Cell20221,Group3,Batch8
Cell20222,Group6,Batch8
Cell20223,Group5,Batch8
Cell20224,Group2,Batch8
Cell20225,Group8,Batch8
Cell20226,Group1,Batch8
Cell20227,Group1,Batch8
Cell20228,Group7,Batch8
Cell20229,Group8,Batch8
Cell20230,Group6,Batch8
Cell20231,Group9,Batch8
Cell20232,Group1,Batch8
Cell20233,Group1,Batch8
Cell20234,Group8,Batch8
Cell20235,Group2,Batch8
Cell20236,Group4,Batch8
Cell20237,Group6,Batch8
Cell20238,Group1,Batch8
Cell20239,Group8,Batch8
Cell20240,Group6,Batch8
Cell20241,Group7,Batch8
Cell20242,Group1,Batch8
Cell20243,Group1,Batch8
Cell20244,Group8,Batch8
Cell20245,Group10,Batch8
Cell20246,Group5,Batch8
Cell20247,Group8,Batch8
Cell20248,Group1,Batch8
Cell20249,Group10,Batch8
Cell20250,Group9,Batch8
Cell20251,Group5,Batch8
Cell20252,Group4,Batch8
Cell20253,Group10,Batch8
Cell20254,Group7,Batch8
Cell20255,Group9,Batch8
Cell20256,Group7,Batch8
Cell20257,Group10,Batch8
Cell20258,Group10,Batch8
Cell20259,Group5,Batch8
Cell20260,Group4,Batch8
Cell20261,Group8,Batch8
Cell20262,Group5,Batch8
Cell20263,Group4,Batch8
Cell20264,Group6,Batch8
Cell20265,Group6,Batch8
Cell20266,Group8,Batch8
Cell20267,Group6,Batch8
Cell20268,Group2,Batch8
Cell20269,Group4,Batch8
Cell20270,Group10,Batch8
Cell20271,Group2,Batch8
Cell20272,Group1,Batch8
Cell20273,Group2,Batch8
Cell20274,Group6,Batch8
Cell20275,Group3,Batch8
Cell20276,Group10,Batch8
Cell20277,Group3,Batch8
Cell20278,Group8,Batch8
Cell20279,Group6,Batch8
Cell20280,Group5,Batch8
Cell20281,Group1,Batch8
Cell20282,Group9,Batch8
Cell20283,Group1,Batch8
Cell20284,Group2,Batch8
Cell20285,Group6,Batch8
Cell20286,Group9,Batch8
Cell20287,Group6,Batch8
Cell20288,Group2,Batch8
Cell20289,Group10,Batch8
Cell20290,Group3,Batch8
Cell20291,Group2,Batch8
Cell20292,Group7,Batch8
Cell20293,Group5,Batch8
Cell20294,Group10,Batch8
Cell20295,Group5,Batch8
Cell20296,Group1,Batch8
Cell20297,Group1,Batch8
Cell20298,Group6,Batch8
Cell20299,Group2,Batch8
Cell20300,Group7,Batch8
Cell20301,Group6,Batch8
Cell20302,Group5,Batch8
Cell20303,Group7,Batch8
Cell20304,Group2,Batch8
Cell20305,Group7,Batch8
Cell20306,Group9,Batch8
Cell20307,Group10,Batch8
Cell20308,Group2,Batch8
Cell20309,Group4,Batch8
Cell20310,Group6,Batch8
Cell20311,Group4,Batch8
Cell20312,Group7,Batch8
Cell20313,Group7,Batch8
Cell20314,Group1,Batch8
Cell20315,Group2,Batch8
Cell20316,Group10,Batch8
Cell20317,Group6,Batch8
Cell20318,Group6,Batch8
Cell20319,Group8,Batch8
Cell20320,Group7,Batch8
Cell20321,Group8,Batch8
Cell20322,Group1,Batch8
Cell20323,Group8,Batch8
Cell20324,Group6,Batch8
Cell20325,Group4,Batch8
Cell20326,Group4,Batch8
Cell20327,Group2,Batch8
Cell20328,Group1,Batch8
Cell20329,Group1,Batch8
Cell20330,Group7,Batch8
Cell20331,Group7,Batch8
Cell20332,Group7,Batch8
Cell20333,Group7,Batch8
Cell20334,Group5,Batch8
Cell20335,Group6,Batch8
Cell20336,Group6,Batch8
Cell20337,Group7,Batch8
Cell20338,Group7,Batch8
Cell20339,Group9,Batch8
Cell20340,Group10,Batch8
Cell20341,Group1,Batch8
Cell20342,Group9,Batch8
Cell20343,Group6,Batch8
Cell20344,Group1,Batch8
Cell20345,Group3,Batch8
Cell20346,Group8,Batch8
Cell20347,Group2,Batch8
Cell20348,Group9,Batch8
Cell20349,Group5,Batch8
Cell20350,Group6,Batch8
Cell20351,Group8,Batch8
Cell20352,Group9,Batch8
Cell20353,Group3,Batch8
Cell20354,Group8,Batch8
Cell20355,Group8,Batch8
Cell20356,Group2,Batch8
Cell20357,Group8,Batch8
Cell20358,Group2,Batch8
Cell20359,Group6,Batch8
Cell20360,Group1,Batch8
Cell20361,Group7,Batch8
Cell20362,Group8,Batch8
Cell20363,Group5,Batch8
Cell20364,Group5,Batch8
Cell20365,Group5,Batch8
Cell20366,Group2,Batch8
Cell20367,Group1,Batch8
Cell20368,Group5,Batch8
Cell20369,Group3,Batch8
Cell20370,Group10,Batch8
Cell20371,Group10,Batch8
Cell20372,Group6,Batch8
Cell20373,Group10,Batch8
Cell20374,Group2,Batch8
Cell20375,Group2,Batch8
Cell20376,Group5,Batch8
Cell20377,Group5,Batch8
Cell20378,Group1,Batch8
Cell20379,Group3,Batch8
Cell20380,Group6,Batch8
Cell20381,Group10,Batch8
Cell20382,Group10,Batch8
Cell20383,Group7,Batch8
Cell20384,Group7,Batch8
Cell20385,Group7,Batch8
Cell20386,Group1,Batch8
Cell20387,Group10,Batch8
Cell20388,Group1,Batch8
Cell20389,Group8,Batch8
Cell20390,Group5,Batch8
Cell20391,Group1,Batch8
Cell20392,Group8,Batch8
Cell20393,Group2,Batch8
Cell20394,Group9,Batch8
Cell20395,Group2,Batch8
Cell20396,Group7,Batch8
Cell20397,Group10,Batch8
Cell20398,Group5,Batch8
Cell20399,Group5,Batch8
Cell20400,Group8,Batch8
Cell20401,Group1,Batch8
Cell20402,Group7,Batch8
Cell20403,Group4,Batch8
Cell20404,Group4,Batch8
Cell20405,Group4,Batch8
Cell20406,Group3,Batch8
Cell20407,Group2,Batch8
Cell20408,Group6,Batch8
Cell20409,Group9,Batch8
Cell20410,Group9,Batch8
Cell20411,Group3,Batch8
Cell20412,Group5,Batch8
Cell20413,Group9,Batch8
Cell20414,Group7,Batch8
Cell20415,Group3,Batch8
Cell20416,Group5,Batch8
Cell20417,Group1,Batch8
Cell20418,Group10,Batch8
Cell20419,Group1,Batch8
Cell20420,Group3,Batch8
Cell20421,Group8,Batch8
Cell20422,Group4,Batch8
Cell20423,Group1,Batch8
Cell20424,Group10,Batch8
Cell20425,Group6,Batch8
Cell20426,Group2,Batch8
Cell20427,Group7,Batch8
Cell20428,Group5,Batch8
Cell20429,Group9,Batch8
Cell20430,Group8,Batch8
Cell20431,Group8,Batch8
Cell20432,Group4,Batch8
Cell20433,Group4,Batch8
Cell20434,Group6,Batch8
Cell20435,Group3,Batch8
Cell20436,Group2,Batch8
Cell20437,Group6,Batch8
Cell20438,Group8,Batch8
Cell20439,Group9,Batch8
Cell20440,Group6,Batch8
Cell20441,Group9,Batch8
Cell20442,Group7,Batch8
Cell20443,Group1,Batch8
Cell20444,Group10,Batch8
Cell20445,Group8,Batch8
Cell20446,Group7,Batch8
Cell20447,Group8,Batch8
Cell20448,Group3,Batch8
Cell20449,Group5,Batch8
Cell20450,Group2,Batch8
Cell20451,Group10,Batch8
Cell20452,Group5,Batch8
Cell20453,Group8,Batch8
Cell20454,Group1,Batch8
Cell20455,Group3,Batch8
Cell20456,Group1,Batch8
Cell20457,Group10,Batch8
Cell20458,Group2,Batch8
Cell20459,Group8,Batch8
Cell20460,Group2,Batch8
Cell20461,Group3,Batch8
Cell20462,Group7,Batch8
Cell20463,Group2,Batch8
Cell20464,Group2,Batch8
Cell20465,Group8,Batch8
Cell20466,Group1,Batch8
Cell20467,Group8,Batch8
Cell20468,Group5,Batch8
Cell20469,Group7,Batch8
Cell20470,Group5,Batch8
Cell20471,Group1,Batch8
Cell20472,Group3,Batch8
Cell20473,Group6,Batch8
Cell20474,Group5,Batch8
Cell20475,Group3,Batch8
Cell20476,Group3,Batch8
Cell20477,Group8,Batch8
Cell20478,Group1,Batch8
Cell20479,Group10,Batch8
Cell20480,Group7,Batch8
Cell20481,Group9,Batch8
Cell20482,Group6,Batch8
Cell20483,Group7,Batch8
Cell20484,Group4,Batch8
Cell20485,Group1,Batch8
Cell20486,Group6,Batch8
Cell20487,Group8,Batch8
Cell20488,Group7,Batch8
Cell20489,Group1,Batch8
Cell20490,Group2,Batch8
Cell20491,Group7,Batch8
Cell20492,Group4,Batch8
Cell20493,Group1,Batch8
Cell20494,Group2,Batch8
Cell20495,Group1,Batch8
Cell20496,Group2,Batch8
Cell20497,Group2,Batch8
Cell20498,Group10,Batch8
Cell20499,Group3,Batch8
Cell20500,Group10,Batch8
Cell20501,Group7,Batch9
Cell20502,Group3,Batch9
Cell20503,Group1,Batch9
Cell20504,Group7,Batch9
Cell20505,Group2,Batch9
Cell20506,Group6,Batch9
Cell20507,Group5,Batch9
Cell20508,Group5,Batch9
Cell20509,Group1,Batch9
Cell20510,Group10,Batch9
Cell20511,Group7,Batch9
Cell20512,Group8,Batch9
Cell20513,Group7,Batch9
Cell20514,Group7,Batch9
Cell20515,Group10,Batch9
Cell20516,Group7,Batch9
Cell20517,Group9,Batch9
Cell20518,Group10,Batch9
Cell20519,Group6,Batch9
Cell20520,Group2,Batch9
Cell20521,Group9,Batch9
Cell20522,Group4,Batch9
Cell20523,Group1,Batch9
Cell20524,Group8,Batch9
Cell20525,Group1,Batch9
Cell20526,Group5,Batch9
Cell20527,Group1,Batch9
Cell20528,Group9,Batch9
Cell20529,Group9,Batch9
Cell20530,Group8,Batch9
Cell20531,Group3,Batch9
Cell20532,Group3,Batch9
Cell20533,Group1,Batch9
Cell20534,Group7,Batch9
Cell20535,Group2,Batch9
Cell20536,Group9,Batch9
Cell20537,Group3,Batch9
Cell20538,Group6,Batch9
Cell20539,Group1,Batch9
Cell20540,Group2,Batch9
Cell20541,Group5,Batch9
Cell20542,Group1,Batch9
Cell20543,Group3,Batch9
Cell20544,Group7,Batch9
Cell20545,Group10,Batch9
Cell20546,Group10,Batch9
Cell20547,Group8,Batch9
Cell20548,Group2,Batch9
Cell20549,Group1,Batch9
Cell20550,Group6,Batch9
Cell20551,Group2,Batch9
Cell20552,Group6,Batch9
Cell20553,Group2,Batch9
Cell20554,Group2,Batch9
Cell20555,Group10,Batch9
Cell20556,Group10,Batch9
Cell20557,Group8,Batch9
Cell20558,Group4,Batch9
Cell20559,Group3,Batch9
Cell20560,Group2,Batch9
Cell20561,Group7,Batch9
Cell20562,Group2,Batch9
Cell20563,Group5,Batch9
Cell20564,Group6,Batch9
Cell20565,Group5,Batch9
Cell20566,Group8,Batch9
Cell20567,Group5,Batch9
Cell20568,Group1,Batch9
Cell20569,Group10,Batch9
Cell20570,Group2,Batch9
Cell20571,Group7,Batch9
Cell20572,Group9,Batch9
Cell20573,Group2,Batch9
Cell20574,Group7,Batch9
Cell20575,Group7,Batch9
Cell20576,Group1,Batch9
Cell20577,Group6,Batch9
Cell20578,Group10,Batch9
Cell20579,Group2,Batch9
Cell20580,Group2,Batch9
Cell20581,Group2,Batch9
Cell20582,Group8,Batch9
Cell20583,Group4,Batch9
Cell20584,Group2,Batch9
Cell20585,Group8,Batch9
Cell20586,Group3,Batch9
Cell20587,Group7,Batch9
Cell20588,Group5,Batch9
Cell20589,Group8,Batch9
Cell20590,Group4,Batch9
Cell20591,Group2,Batch9
Cell20592,Group10,Batch9
Cell20593,Group9,Batch9
Cell20594,Group3,Batch9
Cell20595,Group5,Batch9
Cell20596,Group4,Batch9
Cell20597,Group2,Batch9
Cell20598,Group1,Batch9
Cell20599,Group9,Batch9
Cell20600,Group4,Batch9
Cell20601,Group2,Batch9
Cell20602,Group4,Batch9
Cell20603,Group3,Batch9
Cell20604,Group2,Batch9
Cell20605,Group6,Batch9
Cell20606,Group5,Batch9
Cell20607,Group5,Batch9
Cell20608,Group1,Batch9
Cell20609,Group5,Batch9
Cell20610,Group2,Batch9
Cell20611,Group7,Batch9
Cell20612,Group5,Batch9
Cell20613,Group7,Batch9
Cell20614,Group3,Batch9
Cell20615,Group1,Batch9
Cell20616,Group8,Batch9
Cell20617,Group5,Batch9
Cell20618,Group7,Batch9
Cell20619,Group1,Batch9
Cell20620,Group6,Batch9
Cell20621,Group8,Batch9
Cell20622,Group2,Batch9
Cell20623,Group7,Batch9
Cell20624,Group9,Batch9
Cell20625,Group10,Batch9
Cell20626,Group7,Batch9
Cell20627,Group3,Batch9
Cell20628,Group3,Batch9
Cell20629,Group4,Batch9
Cell20630,Group1,Batch9
Cell20631,Group6,Batch9
Cell20632,Group8,Batch9
Cell20633,Group3,Batch9
Cell20634,Group6,Batch9
Cell20635,Group7,Batch9
Cell20636,Group1,Batch9
Cell20637,Group1,Batch9
Cell20638,Group7,Batch9
Cell20639,Group9,Batch9
Cell20640,Group8,Batch9
Cell20641,Group5,Batch9
Cell20642,Group7,Batch9
Cell20643,Group3,Batch9
Cell20644,Group8,Batch9
Cell20645,Group2,Batch9
Cell20646,Group8,Batch9
Cell20647,Group5,Batch9
Cell20648,Group7,Batch9
Cell20649,Group7,Batch9
Cell20650,Group7,Batch9
Cell20651,Group4,Batch9
Cell20652,Group10,Batch9
Cell20653,Group7,Batch9
Cell20654,Group9,Batch9
Cell20655,Group7,Batch9
Cell20656,Group1,Batch9
Cell20657,Group3,Batch9
Cell20658,Group8,Batch9
Cell20659,Group6,Batch9
Cell20660,Group3,Batch9
Cell20661,Group1,Batch9
Cell20662,Group3,Batch9
Cell20663,Group1,Batch9
Cell20664,Group7,Batch9
Cell20665,Group7,Batch9
Cell20666,Group5,Batch9
Cell20667,Group6,Batch9
Cell20668,Group3,Batch9
Cell20669,Group9,Batch9
Cell20670,Group4,Batch9
Cell20671,Group5,Batch9
Cell20672,Group7,Batch9
Cell20673,Group1,Batch9
Cell20674,Group4,Batch9
Cell20675,Group6,Batch9
Cell20676,Group1,Batch9
Cell20677,Group7,Batch9
Cell20678,Group5,Batch9
Cell20679,Group8,Batch9
Cell20680,Group6,Batch9
Cell20681,Group7,Batch9
Cell20682,Group7,Batch9
Cell20683,Group2,Batch9
Cell20684,Group9,Batch9
Cell20685,Group7,Batch9
Cell20686,Group5,Batch9
Cell20687,Group7,Batch9
Cell20688,Group6,Batch9
Cell20689,Group8,Batch9
Cell20690,Group7,Batch9
Cell20691,Group3,Batch9
Cell20692,Group6,Batch9
Cell20693,Group1,Batch9
Cell20694,Group5,Batch9
Cell20695,Group2,Batch9
Cell20696,Group5,Batch9
Cell20697,Group8,Batch9
Cell20698,Group1,Batch9
Cell20699,Group1,Batch9
Cell20700,Group1,Batch9
Cell20701,Group5,Batch9
Cell20702,Group2,Batch9
Cell20703,Group6,Batch9
Cell20704,Group7,Batch9
Cell20705,Group7,Batch9
Cell20706,Group1,Batch9
Cell20707,Group2,Batch9
Cell20708,Group7,Batch9
Cell20709,Group10,Batch9
Cell20710,Group6,Batch9
Cell20711,Group1,Batch9
Cell20712,Group5,Batch9
Cell20713,Group3,Batch9
Cell20714,Group7,Batch9
Cell20715,Group3,Batch9
Cell20716,Group9,Batch9
Cell20717,Group8,Batch9
Cell20718,Group8,Batch9
Cell20719,Group6,Batch9
Cell20720,Group7,Batch9
Cell20721,Group1,Batch9
Cell20722,Group8,Batch9
Cell20723,Group4,Batch9
Cell20724,Group9,Batch9
Cell20725,Group9,Batch9
Cell20726,Group5,Batch9
Cell20727,Group7,Batch9
Cell20728,Group4,Batch9
Cell20729,Group6,Batch9
Cell20730,Group6,Batch9
Cell20731,Group8,Batch9
Cell20732,Group2,Batch9
Cell20733,Group1,Batch9
Cell20734,Group6,Batch9
Cell20735,Group2,Batch9
Cell20736,Group3,Batch9
Cell20737,Group8,Batch9
Cell20738,Group3,Batch9
Cell20739,Group1,Batch9
Cell20740,Group7,Batch9
